"","effect","group","level","term","estimate","std.error","conf.low","conf.high"
"159","ran_vals","distrito_nombre2","20401-San Mateo","(Intercept)",76.1766282876215,53.2233115151163,-28.1391454199623,180.492401995205
"160","ran_vals","distrito_nombre2","20402-Desmonte","(Intercept)",-209.042623681376,53.2233115151163,-313.35839738896,-104.726849973792
"161","ran_vals","distrito_nombre2","20403-Jesús María","(Intercept)",254.375624091045,53.2233115151163,150.059850383461,358.691397798629
"162","ran_vals","distrito_nombre2","20404-Labrador","(Intercept)",-102.260666754441,53.2233115151163,-206.576440462025,2.05510695314258
"163","ran_vals","distrito_nombre2","20501-Atenas","(Intercept)",349.013657556143,53.2233115151163,244.69788384856,453.329431263727
"164","ran_vals","distrito_nombre2","20502-Jesús","(Intercept)",-20.1718401551738,53.2233115151163,-124.487613862758,84.14393355241
"165","ran_vals","distrito_nombre2","20503-Mercedes","(Intercept)",-58.5939172574352,53.2233115151163,-162.909690965019,45.7218564501486
"166","ran_vals","distrito_nombre2","20504-San Isidro","(Intercept)",-136.232594951263,53.2233115151163,-240.548368658847,-31.9168212436795
"167","ran_vals","distrito_nombre2","20505-Concepción","(Intercept)",-45.9462085672695,53.2233115151163,-150.261982274853,58.3695651403144
"168","ran_vals","distrito_nombre2","20506-San José","(Intercept)",-28.7953133592556,53.2233115151163,-133.111087066839,75.5204603483282
"169","ran_vals","distrito_nombre2","20507-Santa Eulalia","(Intercept)",-9.74816685637513,53.2233115151163,-114.063940563959,94.5676068512087
"170","ran_vals","distrito_nombre2","20508-Escobal","(Intercept)",-45.1958069388533,53.2233115151163,-149.511580646437,59.1199667687306
"171","ran_vals","distrito_nombre2","20601-Naranjo","(Intercept)",155.302244553463,53.2233115151163,50.9864708458787,259.618018261046
"172","ran_vals","distrito_nombre2","20602-San Miguel","(Intercept)",-109.196235906389,53.2233115151163,-213.512009613973,-4.88046219880542
"173","ran_vals","distrito_nombre2","20603-San José","(Intercept)",-8.63752558881005,53.2233115151163,-112.953299296394,95.6782481187738
"174","ran_vals","distrito_nombre2","20604-Cirrí Sur","(Intercept)",-30.6968831173279,53.2233115151163,-135.012656824912,73.6188905902559
"175","ran_vals","distrito_nombre2","20605-San Jerónimo","(Intercept)",7.46162477972013,53.2233115151163,-96.8541489278637,111.777398487304
"176","ran_vals","distrito_nombre2","20606-San Juan","(Intercept)",8.97264871967524,53.2233115151163,-95.3431249879086,113.288422427259
"177","ran_vals","distrito_nombre2","20607-El Rosario","(Intercept)",-78.251916180052,53.2233115151163,-182.567689887636,26.0638575275318
"178","ran_vals","distrito_nombre2","20608-Palmitos","(Intercept)",-14.6153829467493,53.2233115151163,-118.931156654333,89.7003907608345
"179","ran_vals","distrito_nombre2","20701-Palmares","(Intercept)",446.317549613361,53.2233115151163,342.001775905777,550.633323320945
"180","ran_vals","distrito_nombre2","20702-Zaragoza","(Intercept)",-1.14252232906027,53.2233115151163,-105.458296036644,103.173251378524
"181","ran_vals","distrito_nombre2","20703-Buenos Aires","(Intercept)",-127.621327442904,53.2233115151163,-231.937101150488,-23.3055537353201
"182","ran_vals","distrito_nombre2","20704-Santiago","(Intercept)",-137.869959760579,53.2233115151163,-242.185733468163,-33.5541860529953
"183","ran_vals","distrito_nombre2","20705-Candelaria","(Intercept)",-125.644413447181,53.2233115151163,-229.960187154765,-21.3286397395971
"184","ran_vals","distrito_nombre2","20706-Esquipulas","(Intercept)",-168.192974465061,53.2233115151163,-272.508748172645,-63.877200757477
"185","ran_vals","distrito_nombre2","20707-La Granja","(Intercept)",43.637471950216,53.2233115151163,-60.6783017573678,147.9532456578
"186","ran_vals","distrito_nombre2","20801-San Pedro","(Intercept)",204.246985248238,53.2233115151163,99.9312115406538,308.562758955821
"187","ran_vals","distrito_nombre2","20802-San Juan","(Intercept)",-66.0205136578848,53.2233115151163,-170.336287365469,38.295260049699
"188","ran_vals","distrito_nombre2","20803-San Rafael","(Intercept)",-38.0165059508712,53.2233115151163,-142.332279658455,66.2992677567126
"189","ran_vals","distrito_nombre2","20804-Carrillos","(Intercept)",-40.3416167781972,53.2233115151163,-144.657390485781,63.9741569293866
"190","ran_vals","distrito_nombre2","20805-Sabana Redonda","(Intercept)",-25.1190672961374,53.2233115151163,-129.434841003721,79.1967064114465
"191","ran_vals","distrito_nombre2","20901-Orotina","(Intercept)",92.1848775583152,53.2233115151163,-12.1308961492686,196.500651265899
"192","ran_vals","distrito_nombre2","20902-El Mastate","(Intercept)",-48.7453333938136,53.2233115151163,-153.061107101397,55.5704403137702
"193","ran_vals","distrito_nombre2","20903-Hacienda Vieja","(Intercept)",130.112331859141,53.2233115151163,25.7965581515574,234.428105566725
"194","ran_vals","distrito_nombre2","20904-Coyolar","(Intercept)",-112.467508061637,53.2233115151163,-216.783281769221,-8.1517343540533
"195","ran_vals","distrito_nombre2","20905-La Ceiba","(Intercept)",-95.2843919912298,53.2233115151163,-199.600165698814,9.03138171635408
"196","ran_vals","distrito_nombre2","21001-Quesada","(Intercept)",135.533962797525,53.2233115151163,31.2181890899411,239.849736505109
"197","ran_vals","distrito_nombre2","21002-Florencia","(Intercept)",41.0801264786505,53.2233115151163,-63.2356472289333,145.395900186234
"198","ran_vals","distrito_nombre2","21003-Buenavista","(Intercept)",8.47263185790585,53.2233115151163,-95.843141849678,112.78840556549
"199","ran_vals","distrito_nombre2","21004-Aguas Zarcas","(Intercept)",8.81233546613835,53.2233115151163,-95.5034382414455,113.128109173722
"200","ran_vals","distrito_nombre2","21005-Venecia","(Intercept)",3.87578525694127,53.2233115151163,-100.439988450643,108.191558964525
